    INFO: 2026-02-02 10:23:00,665:               log.py:   20: Logging to /Users/gorkemcetin/verifywise/docs/mdpdf.log
   DEBUG: 2026-02-02 10:23:01,128:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,128:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:01,128:      pdf_renderer.py:  470: printSegment: Trend
   DEBUG: 2026-02-02 10:23:01,129:      pdf_renderer.py:  470: printSegment: Analysis
   DEBUG: 2026-02-02 10:23:01,129:      pdf_renderer.py:  470: printSegment:  | ✅ Timeseries | ✅ Full | Parity |
   DEBUG: 2026-02-02 10:23:01,129:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,129:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:01,130:      pdf_renderer.py:  470: printSegment: Saved Views
   DEBUG: 2026-02-02 10:23:01,130:      pdf_renderer.py:  470: printSegment:  | ❌ None | ✅ Full | 
   DEBUG: 2026-02-02 10:23:01,130:      pdf_renderer.py:  470: printSegment: Gap
   DEBUG: 2026-02-02 10:23:01,131:      pdf_renderer.py:  470: printSegment:  |
   DEBUG: 2026-02-02 10:23:01,131:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,131:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:01,131:      pdf_renderer.py:  470: printSegment: Scheduled Reports
   DEBUG: 2026-02-02 10:23:01,132:      pdf_renderer.py:  470: printSegment:  | ✅ Automations | ✅ Full | Parity
   DEBUG: 2026-02-02 10:23:01,132:      pdf_renderer.py:  470: printSegment: |
   DEBUG: 2026-02-02 10:23:01,132:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,133:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:01,133:      pdf_renderer.py:  470: printSegment: Export Formats
   DEBUG: 2026-02-02 10:23:01,133:      pdf_renderer.py:  470: printSegment:  | ✅ CSV/PDF/DOCX | ✅ CSV/PDF | VW Advantage |
   DEBUG: 2026-02-02 10:23:01,134:      pdf_renderer.py:  470: printSegment: 8.2 VerifyWise Reporting Capabilities
   DEBUG: 2026-02-02 10:23:01,134:      pdf_renderer.py:  470: printSegment: Dashboard Components:
   DEBUG: 2026-02-02 10:23:01,135:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,135:      pdf_renderer.py:  470: printSegment: Executive overview with KPIs
   DEBUG: 2026-02-02 10:23:01,136:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,136:      pdf_renderer.py:  470: printSegment: Framework completion progress
   DEBUG: 2026-02-02 10:23:01,136:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,137:      pdf_renderer.py:  470: printSegment: Risk distribution charts
   DEBUG: 2026-02-02 10:23:01,137:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,137:      pdf_renderer.py:  470: printSegment: Model status breakdown
   DEBUG: 2026-02-02 10:23:01,138:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,138:      pdf_renderer.py:  470: printSegment: Recent activity feed
   DEBUG: 2026-02-02 10:23:01,138:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,139:      pdf_renderer.py:  470: printSegment: Task summary
   DEBUG: 2026-02-02 10:23:01,139:      pdf_renderer.py:  470: printSegment: Report Types:
   DEBUG: 2026-02-02 10:23:01,139:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,140:      pdf_renderer.py:  470: printSegment: Framework compliance reports
   DEBUG: 2026-02-02 10:23:01,140:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,140:      pdf_renderer.py:  470: printSegment: Risk assessment reports
   DEBUG: 2026-02-02 10:23:01,141:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,141:      pdf_renderer.py:  470: printSegment: Model inventory reports
   DEBUG: 2026-02-02 10:23:01,142:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,142:      pdf_renderer.py:  470: printSegment: Vendor assessment reports
   DEBUG: 2026-02-02 10:23:01,143:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,143:      pdf_renderer.py:  470: printSegment: Incident reports
   DEBUG: 2026-02-02 10:23:01,144:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,144:      pdf_renderer.py:  470: printSegment: Audit trail exports
   DEBUG: 2026-02-02 10:23:01,144:      pdf_renderer.py:  470: printSegment: Export Formats:
   DEBUG: 2026-02-02 10:23:01,145:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,145:      pdf_renderer.py:  470: printSegment: PDF (Playwright-based generation)
   DEBUG: 2026-02-02 10:23:01,146:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,146:      pdf_renderer.py:  470: printSegment: DOCX (Word document)
   DEBUG: 2026-02-02 10:23:01,146:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,147:      pdf_renderer.py:  470: printSegment: CSV (data export)
   DEBUG: 2026-02-02 10:23:01,147:      pdf_renderer.py:  470: printSegment: 8.3 Model Cards Gap
   DEBUG: 2026-02-02 10:23:01,147:      pdf_renderer.py:  470: printSegment: Gap:
   DEBUG: 2026-02-02 10:23:01,148:      pdf_renderer.py:  470: printSegment:  VerifyWise lacks standardized Model Card PDF generation.
   DEBUG: 2026-02-02 10:23:01,148:      pdf_renderer.py:  470: printSegment: Model Cards should include:
   DEBUG: 2026-02-02 10:23:01,149:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,149:      pdf_renderer.py:  470: printSegment: Model identification and version
   DEBUG: 2026-02-02 10:23:01,150:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,150:      pdf_renderer.py:  470: printSegment: Intended use and limitations
   DEBUG: 2026-02-02 10:23:01,150:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,151:      pdf_renderer.py:  470: printSegment: Training data description
   DEBUG: 2026-02-02 10:23:01,151:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,152:      pdf_renderer.py:  470: printSegment: Performance metrics
   DEBUG: 2026-02-02 10:23:01,152:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,153:      pdf_renderer.py:  470: printSegment: Fairness considerations
   DEBUG: 2026-02-02 10:23:01,153:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,154:      pdf_renderer.py:  470: printSegment: Ethical considerations
   DEBUG: 2026-02-02 10:23:01,154:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,154:      pdf_renderer.py:  470: printSegment: Carbon footprint (optional)
   DEBUG: 2026-02-02 10:23:01,155:      pdf_renderer.py:  470: printSegment: Recommendation:
   DEBUG: 2026-02-02 10:23:01,155:      pdf_renderer.py:  470: printSegment:  Implement Model Card generator following:
   DEBUG: 2026-02-02 10:23:01,156:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,156:      pdf_renderer.py:  470: printSegment: Google Model Cards format
   DEBUG: 2026-02-02 10:23:01,157:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,157:      pdf_renderer.py:  470: printSegment: Hugging Face Model Card template
   DEBUG: 2026-02-02 10:23:01,157:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,158:      pdf_renderer.py:  470: printSegment: EU AI Act documentation requirements
   DEBUG: 2026-02-02 10:23:01,159:      pdf_renderer.py:  470: printSegment: 9. Integrations
   DEBUG: 2026-02-02 10:23:01,159:      pdf_renderer.py:  470: printSegment: 9.1 Feature Comparison Matrix
   DEBUG: 2026-02-02 10:23:01,160:      pdf_renderer.py:  470: printSegment: | Integration | VerifyWise | OneTrust | Gap Analysis |
   DEBUG: 2026-02-02 10:23:01,160:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,161:      pdf_renderer.py:  470: printSegment: |-------------|:----------:|:--------:|--------------|
   DEBUG: 2026-02-02 10:23:01,161:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,161:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:01,161:      pdf_renderer.py:  470: printSegment: MLFlow
   DEBUG: 2026-02-02 10:23:01,162:      pdf_renderer.py:  470: printSegment:  | ✅ Native |
   DEBUG: 2026-02-02 10:23:01,162:      pdf_renderer.py:  470: printSegment: ❌ None | 
   DEBUG: 2026-02-02 10:23:01,162:      pdf_renderer.py:  470: printSegment: VW Advantage
   DEBUG: 2026-02-02 10:23:01,163:      pdf_renderer.py:  470: printSegment:  |
   DEBUG: 2026-02-02 10:23:01,163:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,163:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:01,163:      pdf_renderer.py:  470: printSegment: Azure ML Studio
   DEBUG: 2026-02-02 10:23:01,164:      pdf_renderer.py:  470: printSegment:  | ❌ None | ✅ Full | 
   DEBUG: 2026-02-02 10:23:01,164:      pdf_renderer.py:  470: printSegment: Gap
   DEBUG: 2026-02-02 10:23:01,164:      pdf_renderer.py:  470: printSegment:  |
   DEBUG: 2026-02-02 10:23:01,164:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,165:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:01,165:      pdf_renderer.py:  470: printSegment: Google Vertex AI
   DEBUG: 2026-02-02 10:23:01,165:      pdf_renderer.py:  470: printSegment:  | ❌ None | ✅ Full | 
   DEBUG: 2026-02-02 10:23:01,165:      pdf_renderer.py:  470: printSegment: Gap
   DEBUG: 2026-02-02 10:23:01,166:      pdf_renderer.py:  470: printSegment:  |
   DEBUG: 2026-02-02 10:23:01,166:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,166:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:01,167:      pdf_renderer.py:  470: printSegment: Amazon
   DEBUG: 2026-02-02 10:23:01,167:      pdf_renderer.py:  470: printSegment: SageMaker
   DEBUG: 2026-02-02 10:23:01,167:      pdf_renderer.py:  470: printSegment:  | ❌ None | ✅ Full | 
   DEBUG: 2026-02-02 10:23:01,168:      pdf_renderer.py:  470: printSegment: Gap
   DEBUG: 2026-02-02 10:23:01,168:      pdf_renderer.py:  470: printSegment:  |
   DEBUG: 2026-02-02 10:23:01,168:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,168:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:01,169:      pdf_renderer.py:  470: printSegment: Databricks
   DEBUG: 2026-02-02 10:23:01,169:      pdf_renderer.py:  470: printSegment:  | ❌ None | ✅ Unity Catalog | 
   DEBUG: 2026-02-02 10:23:01,169:      pdf_renderer.py:  470: printSegment: Gap
   DEBUG: 2026-02-02 10:23:01,170:      pdf_renderer.py:  470: printSegment:  |
   DEBUG: 2026-02-02 10:23:01,170:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,170:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:01,170:      pdf_renderer.py:  470: printSegment: Hugging Face
   DEBUG: 2026-02-02 10:23:01,171:      pdf_renderer.py:  470: printSegment:  | ❌ None | ✅ Gallery | 
   DEBUG: 2026-02-02 10:23:01,171:      pdf_renderer.py:  470: printSegment: Gap
   DEBUG: 2026-02-02 10:23:01,171:      pdf_renderer.py:  470: printSegment:  |
   DEBUG: 2026-02-02 10:23:01,172:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,172:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:01,172:      pdf_renderer.py:  470: printSegment: Slack
   DEBUG: 2026-02-02 10:23:01,173:      pdf_renderer.py:  470: printSegment:  | ✅ Native | ⚠️ Integration | VW Advantage |
   DEBUG: 2026-02-02 10:23:01,173:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,174:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:01,174:      pdf_renderer.py:  470: printSegment: GitHub
   DEBUG: 2026-02-02 10:23:01,174:      pdf_renderer.py:  470: printSegment:  | ✅ AI Detection | ❌ None | 
   DEBUG: 2026-02-02 10:23:01,175:      pdf_renderer.py:  470: printSegment: VW Advantage
   DEBUG: 2026-02-02 10:23:01,175:      pdf_renderer.py:  470: printSegment:  |
   DEBUG: 2026-02-02 10:23:01,175:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,176:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:01,176:      pdf_renderer.py:  470: printSegment: OpenAI/Anthropic
   DEBUG: 2026-02-02 10:23:01,177:      pdf_renderer.py:  470: printSegment:  |
   DEBUG: 2026-02-02 10:23:01,177:      pdf_renderer.py:  470: printSegment: ✅ AI Advisor | ⚠️ Limited | VW Advantage |
   DEBUG: 2026-02-02 10:23:01,177:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,178:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:01,178:      pdf_renderer.py:  470: printSegment: Email Providers
   DEBUG: 2026-02-02 10:23:01,178:      pdf_renderer.py:  470: printSegment:  | ✅ 5 providers | ✅ Full | Parity |
   DEBUG: 2026-02-02 10:23:01,179:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,179:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:01,179:      pdf_renderer.py:  470: printSegment: SSO (OAuth/OIDC)
   DEBUG: 2026-02-02 10:23:01,180:      pdf_renderer.py:  470: printSegment:  | ✅
   DEBUG: 2026-02-02 10:23:01,180:      pdf_renderer.py:  470: printSegment: Google/Entra | ✅ Enterprise | Parity |
   DEBUG: 2026-02-02 10:23:01,181:      pdf_renderer.py:  470: printSegment: 9.2 VerifyWise Integration Strengths
   DEBUG: 2026-02-02 10:23:01,181:      pdf_renderer.py:  470: printSegment: MLFlow Integration:
   DEBUG: 2026-02-02 10:23:01,182:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,183:      pdf_renderer.py:  470: printSegment: Hourly automatic sync
   DEBUG: 2026-02-02 10:23:01,183:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,183:      pdf_renderer.py:  470: printSegment: Model metadata import
   DEBUG: 2026-02-02 10:23:01,184:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,184:      pdf_renderer.py:  470: printSegment: Lifecycle stage tracking
   DEBUG: 2026-02-02 10:23:01,185:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,185:      pdf_renderer.py:  470: printSegment: Experiment tracking
   DEBUG: 2026-02-02 10:23:01,186:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,186:      pdf_renderer.py:  470: printSegment: Metrics and parameters
   DEBUG: 2026-02-02 10:23:01,187:      pdf_renderer.py:  470: printSegment: GitHub Integration (AI Detection):
   DEBUG: 2026-02-02 10:23:01,187:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,188:      pdf_renderer.py:  470: printSegment: Public and private repository scanning
   DEBUG: 2026-02-02 10:23:01,188:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,188:      pdf_renderer.py:  470: printSegment: 100+ AI/ML library detection
   DEBUG: 2026-02-02 10:23:01,189:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,189:      pdf_renderer.py:  470: printSegment: Secret detection
   DEBUG: 2026-02-02 10:23:01,189:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,190:      pdf_renderer.py:  470: printSegment: Model security scanning
   DEBUG: 2026-02-02 10:23:01,190:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,191:      pdf_renderer.py:  470: printSegment: Dependency analysis
   DEBUG: 2026-02-02 10:23:01,191:      pdf_renderer.py:  470: printSegment: AI Advisor:
   DEBUG: 2026-02-02 10:23:01,192:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,192:      pdf_renderer.py:  470: printSegment: OpenAI and Anthropic support
   DEBUG: 2026-02-02 10:23:01,193:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,193:      pdf_renderer.py:  470: printSegment: Governance recommendations
   DEBUG: 2026-02-02 10:23:01,194:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,194:      pdf_renderer.py:  470: printSegment: Natural language queries
   DEBUG: 2026-02-02 10:23:01,195:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,195:      pdf_renderer.py:  470: printSegment: Analytics generation
   DEBUG: 2026-02-02 10:23:01,196:      pdf_renderer.py:  470: printSegment: 9.3 Cloud AI Platform Gap
   DEBUG: 2026-02-02 10:23:01,196:      pdf_renderer.py:  470: printSegment: Critical Gap:
   DEBUG: 2026-02-02 10:23:01,197:      pdf_renderer.py:  470: printSegment:  VerifyWise lacks integration with major cloud AI platforms.
   DEBUG: 2026-02-02 10:23:01,197:      pdf_renderer.py:  470: printSegment: Recommendation:
   DEBUG: 2026-02-02 10:23:01,197:      pdf_renderer.py:  470: printSegment:  Implement integrations with:
   DEBUG: 2026-02-02 10:23:01,198:      pdf_renderer.py:  470: printSegment:  1 
   DEBUG: 2026-02-02 10:23:01,198:      pdf_renderer.py:  470: printSegment: Azure ML Studio
   DEBUG: 2026-02-02 10:23:01,199:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,199:      pdf_renderer.py:  470: printSegment: Model registry sync
   DEBUG: 2026-02-02 10:23:01,200:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,200:      pdf_renderer.py:  470: printSegment: Endpoint monitoring
   DEBUG: 2026-02-02 10:23:01,200:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,201:      pdf_renderer.py:  470: printSegment: Experiment tracking
   DEBUG: 2026-02-02 10:23:01,201:      pdf_renderer.py:  470: printSegment:  2 
   DEBUG: 2026-02-02 10:23:01,202:      pdf_renderer.py:  470: printSegment: Amazon SageMaker
   DEBUG: 2026-02-02 10:23:01,202:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,203:      pdf_renderer.py:  470: printSegment: Model registry integration
   DEBUG: 2026-02-02 10:23:01,203:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,204:      pdf_renderer.py:  470: printSegment: Training job tracking
   DEBUG: 2026-02-02 10:23:01,204:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,204:      pdf_renderer.py:  470: printSegment: Endpoint management
   DEBUG: 2026-02-02 10:23:01,205:      pdf_renderer.py:  470: printSegment:  3 
   DEBUG: 2026-02-02 10:23:01,205:      pdf_renderer.py:  470: printSegment: Google Vertex AI
   DEBUG: 2026-02-02 10:23:01,206:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,206:      pdf_renderer.py:  470: printSegment: Model registry sync
   DEBUG: 2026-02-02 10:23:01,206:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,207:      pdf_renderer.py:  470: printSegment: Pipeline monitoring
   DEBUG: 2026-02-02 10:23:01,207:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,208:      pdf_renderer.py:  470: printSegment: Feature store integration
   DEBUG: 2026-02-02 10:23:01,208:      pdf_renderer.py:  470: printSegment:  4 
   DEBUG: 2026-02-02 10:23:01,209:      pdf_renderer.py:  470: printSegment: Databricks Unity Catalog
   DEBUG: 2026-02-02 10:23:01,209:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,210:      pdf_renderer.py:  470: printSegment: Model discovery
   DEBUG: 2026-02-02 10:23:01,210:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,210:      pdf_renderer.py:  470: printSegment: Data lineage
   DEBUG: 2026-02-02 10:23:01,211:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,211:      pdf_renderer.py:  470: printSegment: Access control sync
   DEBUG: 2026-02-02 10:23:01,212:      pdf_renderer.py:  470: printSegment: 10. Unique VerifyWise Features
   DEBUG: 2026-02-02 10:23:01,212:      pdf_renderer.py:  470: printSegment: VerifyWise offers several capabilities not found in OneTrust:
   DEBUG: 2026-02-02 10:23:01,213:      pdf_renderer.py:  470: printSegment: 10.1 AI Detection System
   DEBUG: 2026-02-02 10:23:01,213:      pdf_renderer.py:  470: printSegment: Capabilities:
   DEBUG: 2026-02-02 10:23:01,213:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,214:      pdf_renderer.py:  470: printSegment: GitHub repository scanning (public and private)
   DEBUG: 2026-02-02 10:23:01,214:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,215:      pdf_renderer.py:  470: printSegment: 100+ AI/ML library pattern detection
   DEBUG: 2026-02-02 10:23:01,215:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,215:      pdf_renderer.py:  470: printSegment: Model security scanning (.pt, .onnx, .h5 files)
   DEBUG: 2026-02-02 10:23:01,216:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,216:      pdf_renderer.py:  470: printSegment: Secret detection (API keys, tokens)
   DEBUG: 2026-02-02 10:23:01,216:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,217:      pdf_renderer.py:  470: printSegment: RAG component identification
   DEBUG: 2026-02-02 10:23:01,217:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,217:      pdf_renderer.py:  470: printSegment: AI agent framework detection
   DEBUG: 2026-02-02 10:23:01,217:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,218:      pdf_renderer.py:  470: printSegment: AI Bill of Materials (AI-BOM) export
   DEBUG: 2026-02-02 10:23:01,218:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,219:      pdf_renderer.py:  470: printSegment: EU AI Act compliance mapping
   DEBUG: 2026-02-02 10:23:01,219:      pdf_renderer.py:  470: printSegment: Use Cases:
   DEBUG: 2026-02-02 10:23:01,219:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,220:      pdf_renderer.py:  470: printSegment: Shadow AI discovery
   DEBUG: 2026-02-02 10:23:01,220:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,221:      pdf_renderer.py:  470: printSegment: Security vulnerability assessment
   DEBUG: 2026-02-02 10:23:01,221:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,222:      pdf_renderer.py:  470: printSegment: Compliance gap identification
   DEBUG: 2026-02-02 10:23:01,222:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,223:      pdf_renderer.py:  470: printSegment: Third-party code audit
   DEBUG: 2026-02-02 10:23:01,223:      pdf_renderer.py:  470: printSegment: 10.2 Content Authenticity (C2PA)
   DEBUG: 2026-02-02 10:23:01,223:      pdf_renderer.py:  470: printSegment: EU AI Act Article 50 Compliance:
   DEBUG: 2026-02-02 10:23:01,224:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,224:      pdf_renderer.py:  470: printSegment: C2PA manifest creation and verification
   DEBUG: 2026-02-02 10:23:01,225:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,225:      pdf_renderer.py:  470: printSegment: X.509 certificate-based signing
   DEBUG: 2026-02-02 10:23:01,225:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,226:      pdf_renderer.py:  470: printSegment: AI provenance tracking
   DEBUG: 2026-02-02 10:23:01,226:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,226:      pdf_renderer.py:  470: printSegment: Invisible watermark embedding
   DEBUG: 2026-02-02 10:23:01,227:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,227:      pdf_renderer.py:  470: printSegment: Robustness testing (9 transformation types)
   DEBUG: 2026-02-02 10:23:01,228:      pdf_renderer.py:  470: printSegment: Capabilities:
   DEBUG: 2026-02-02 10:23:01,228:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,228:      pdf_renderer.py:  470: printSegment: Real c2pa-python library integration
   DEBUG: 2026-02-02 10:23:01,229:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,229:      pdf_renderer.py:  470: printSegment: Certificate management
   DEBUG: 2026-02-02 10:23:01,230:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,230:      pdf_renderer.py:  470: printSegment: Manifest verification
   DEBUG: 2026-02-02 10:23:01,231:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,231:      pdf_renderer.py:  470: printSegment: AI-generated content detection
   DEBUG: 2026-02-02 10:23:01,232:      pdf_renderer.py:  470: printSegment: 10.3 LLM Evaluation System
   DEBUG: 2026-02-02 10:23:01,232:      pdf_renderer.py:  470: printSegment: Features:
   DEBUG: 2026-02-02 10:23:01,232:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,233:      pdf_renderer.py:  470: printSegment: Custom evaluation datasets
   DEBUG: 2026-02-02 10:23:01,233:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,234:      pdf_renderer.py:  470: printSegment: Multi-model comparison (LLM Arena)
   DEBUG: 2026-02-02 10:23:01,234:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,234:      pdf_renderer.py:  470: printSegment: Automated scoring
   DEBUG: 2026-02-02 10:23:01,235:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,235:      pdf_renderer.py:  470: printSegment: Quality metrics tracking
   DEBUG: 2026-02-02 10:23:01,236:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,236:      pdf_renderer.py:  470: printSegment: Response analysis
   DEBUG: 2026-02-02 10:23:01,237:      pdf_renderer.py:  470: printSegment: 10.4 AI Trust Center
   DEBUG: 2026-02-02 10:23:01,237:      pdf_renderer.py:  470: printSegment: Public Transparency Portal:
   DEBUG: 2026-02-02 10:23:01,238:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,238:      pdf_renderer.py:  470: printSegment: Organization AI policies
   DEBUG: 2026-02-02 10:23:01,239:      pdf_renderer.py:  470: printSegment: l
